Job Title,Job Ratings,time,JobStatus,Pros,Cons
Senior product manager,5.0,"Aug 12, 2025","Current employee, more than 5 years","unlimited PTO
Great products
Stability",Average pay compared to competitors
Anonymous employee,4.0,"Jan 28, 2013","Current employee, more than 10 years","1.  If you love tech, this is a great place.  No doubt you'll talk tech (mostly the MSFT stack) from enterprise to consumer - from PCs to phones to Xboxes - from datacenter to desktop.

2.  What were GREAT benefits are now VERY GOOD (took a small step down) but still probably better than you'll find at 99% of large corporations.  If you've got family - the value of the benefits is even higher.  401k match is nice.

3.  Even with it's struggles MSFT is still a cash printing machine.  This means if you can keep your nose clean and do reasonable work, you can have a stable job, pay your bills, feed your family, and not worry (too much) about layoffs.  The stock you own likely won't tank, but probably won't go up much either.  You'll get a bonus each year and some stock.  It's a decent life if you aren't looking to light the world on fire.","Brand on Your Resume:  After many years of losing market share and struggling to be at the front end of innovation and the fact that there's 90,000 employees, don't think MSFT is necessarily going to be attractive on your resume to more agile and smaller companies.

Managing Your Career:  Make you say this out loud so it registers - 90,000 employees work there.  Double that for vendors.  It is VERY hard to ""stand out"" and move up in the company.  Don't expect your manager to be much of an advocate or enabler to help you meet your career goals - they are basically trying to survive the stack rank every year too.  Not familiar with the stack rank?  Check out the 2012 Vanity Fair article called ""Microsoft's Lost Decade""."
Product manager 2,2.0,"Aug 6, 2025","Current employee, more than 5 years","A decent salary and benefits, all things considered","The expectation to grow products exponentially, but bureaucracy and lack of autonomy hamper your ability to actually execute on any sort of ambitious vision."
Product manager,4.0,"Jul 18, 2025","Former employee, more than 10 years","* I constantly felt like there was a steady flow of very talented people, Not only are people brilliant but also open to mutual growth and learning.
* Exceptional cultural patience, especially within the New England management team, where time and space were generously given for individuals to grow and integrate.
* The company’s scale and appetite for calculated risk created abundant opportunities, which I was empowered to pursue and make the most of really making for an awesome career.
* Microsoft has a remarkable ability to hire genuinely kind and caring individuals. I deeply valued and admired the ICs I worked alongside.","* Senior leadership(CVP level) often impedes progress with decisions that feel disconnected from the realities of product development and customer needs. CVPs and above are disjoint from building and customer feedback process and are difficult and even resistant to involve or inform. This can lead to erratic decision-making canceling projects then months later restarting them as competitors did it, people working on the same thing but in nuanced different ways.
* CVPs really are neglecting areas where the Microsoft brand is strong, in favor of ""red ocean"" areas where Microsoft could succeed but would face tremendous friction.
* Microsoft is moving to a culture of layoffs where they are not based on performance or any meaningful metric often eliminating people who are incredibly talented devoted and loyal over people who really are stagnant.
* PM leadership continuously fails to define a strategy in any meaningful way to help organize IC teams."
Senior data center technician,4.0,"Aug 10, 2025","Current employee, more than 3 years","Good pay, leaves a bit to be desired when compared to other big tech, but in general quite solid. Culture is generally great, benefits are fantastic. Lots of opportunities for growth. Having Microsoft on your resume is obviously a huge plus. Tons of opportunity to work with some incredibly smart, talented people. Management will fight for you on your behalf if you have the right skills and mindset.","Big shift lately towards an Amazon-like performance culture and less trust placed in employees. Lots of bureaucracy that makes it difficult to truly innovate. Pay is not good enough IMO for the second largest company in the world (market cap). Lots of values that are thrown out and sound really good, but in practice -- especially as you move up -- are essentially thrown out the window. Feels like MSFT bought too many GPUs without figuring out how to make it actually profitable, and the employees are paying the price."
Customer success account manager,3.0,"Jul 28, 2025","Current employee, more than 8 years",Great benefits.  People take great pride in the work they do.  Microsoft is always at the forefront of technology and innovation.,"The role is seen as at the bottom.  Other roles are promoted more frequently and if you haven’t forged good relationships with those you work with, you’ll find their feedback can severely tarnish your year end review.  You can really learn a lot in this role but it can be difficult to have a career doing this. While there are some that have done so, it’s advisable to leverage the learning opportunities to move into other roles as quickly as you can.  This is also one of the only roles that have you on call 24/7.  They’ll tell you that you don’t have to answer the phone at 1am but if something goes awry and you don’t answer, you own the accountability."
Senior data analyst,1.0,"Aug 8, 2025","Current employee, more than 10 years","Great benefits, great people, great place to learn",They will lay you off in a heartbeat if it makes any level of sense to them. There is no loyalty to employees. I have seen 20+ layoffs with the company in 23 years. I have been laid off twice by them. Be grateful for every day and always keep your resume current and have another plan.
Sr product marketing manager,2.0,"Jul 23, 2025","Former employee, more than 10 years","Great benefits, amazing people and the chance to work on some of the best products in the industry.","After having my most successful year at Microsoft (Excellent Connect Review, Bonuses and Raises) I was laid off after 15 years with the company. Why? Age (I am over 55), Years in role, (I was having huge impact but, I had not changed roles in over 5 years because I loved what I did and was having impact doing it) and Salary (I was at the top end of the salary). I am glad I left now that meeting 100% of your Connect objectives is now seen as only reaching 80% of them, This means MSFT can hire two people with minimal experience and have them work 60-70 hrs a week for the same cost as me that will be happy to change roles every three years. In short, they drew a line, if you were over the line with age, salary, or years in role, you were gone."
Csam - customer success account manager,3.0,"May 31, 2025","Former employee, more than 1 year","You might work for one of the most powerful tech companies on Earth, but your clients just want to know:
“How do I reset my Outlook password without calling Steve in IT?”

You're overqualified, underutilized, diplomatically smiling through every meeting, and wielding more buzzwords than actual influence. But hey, at least you’ve got swag, stock options, and an endless supply of acronyms","Innovation, Meet Regulation
Trying to introduce Power Platform to a local government agency is like trying to install solar panels on a sinking rowboat. Your big goals? Enable collaboration, improve workflows, modernize services.
Reality? Convince the IT director’s cousin not to unplug the on-prem mail server again

You're supposed to “drive adoption” of Microsoft tools... with clients who still pay invoices via fax. You’re constantly pushing for “modern collaboration,” while begging someone to accept a Teams meeting instead of sending a meeting invite from Lotus Notes

When something actually breaks? You get to say your signature line:
“We’ve engaged engineering and will follow up shortly.”
(Translation: “We emailed someone who’s actively ignoring us.”)

You have no decision-making power. You're like a cloud concierge with a laminated menu no one orders from"
Partner development manager,4.0,"Jul 4, 2025","Current employee, more than 8 years","Most folks I met at Microsoft are great people. Because my team is great and my colleagues are dedicated to customer satisfaction, my job is enjoyable. Benefits are great. In the US, we have access to fantastic resources. Well respected company and gives you skills to thrive elsewhere.","The layoffs have been consistent over the past couple years and it has me in this constant zone of anxiety. I have to keep applying for roles externally just in case and that takes a lot of time. Career growth is very difficult at MS. You have layoffs and many talented people raising their hands for the same role. It’s easy to feel stuck in a job here. It’s all about exposure, your network and the stretch assignments you do outside of your role, to get you known. It can feel exhausting that doing your job isn’t enough. MS doesn’t see the great employees and offer to promote you into a new role, it’s all in your hands. Pay isn’t as good as other tech firms."
Senior critical environment technician,5.0,"Jul 23, 2025","Current employee, more than 3 years","- Fortunate enough to work with a fantastic, highly knowledgeable team including leadership.
- As part of the few hourly positions at Microsoft, they generally allow many overtime opportunities to help support for CO+I needs to maintain the datacenters up 24/7.
- With a base schedule of 12-hour shifts with 3/4-day work weeks, it provides for great work-life balance.
- The work benefits are pretty amazing compared to many other companies: Being able to maximize your 401(k) with a 50% total limit employer match and available after-tax rollover conversion, $1750 HSA (single) employer contribution, $1500 Perks+, and medical/dental not taken out of your paycheck just to have coverage is phenomenal.
- There are some great opportunities to complete additional professional certifications and gain highly valuable job experience.
- Employee Resource Groups (ERG) are available and provide additional community and support.
- Wonderful career opportunity overall!","- Career development with advancement and growth opportunities are available, but they may be limited.
- Pay is ""competitive,"" but it is definitely substantially lower compared to other big tech competitors for similar positions even with the great benefits and stocks.
- Recent layoffs may affect the teammates morale"
Account executive,3.0,"Jun 26, 2025","Current employee, more than 3 years","Tech leader with global recognition 
Work with best and brightest - internally and externally
Benefits are still fantastic relative to most places","Constant lay-offs and reorgs are indicitive of chaotic leadership - who will apologize and accept responsibility while not actually experiencing any consequences, which comes off as extremely disingenious. Morale in MCAPS is extremely low across the board as people you've worked with for years vanish overnight. Meanwhile, you will have also feel as if you have no job security - even if you are performing well with glowing reviews from your manager - and will constantly wonder when the ball will drop on you or your team. Your friends and co-workers will vanish out of nowhere, and you'll have a constant, nagging feeling of ""am I next?"" 

Even if you go above and beyond, and do everything that is asked of you - one day you'll wake up and the answer will be ""yes, yes you are."""
Applied scientist ii,3.0,"Aug 12, 2025","Current employee, more than 1 year","Since this is a rotational program, you can try out different projects, and able to figure out what team is a best fit
The pace is not too fast, good work life balance","The social environment is very political. Managers put a lot of focus on ""visibility"" and ""leadership"", perhaps more than getting results. 
The projects selected are not very thought through. Some of the teams we get teamed up with are toxic, or just have generally no idea about AI and can be difficult to work with.
Promotion evaluation is also not very transparent."
Senior technical consultant,3.0,"Jun 20, 2025",Former employee,"The company once had a strong, inclusive culture where employees felt seen, heard, and valued. However, when layoffs began in 2023, it marked a noticeable shift — the culture changed, and things no longer felt the same.

That said, the company offered exceptional benefits, stock options, and valuable experiences. Although I was impacted by the layoffs, I remain grateful for the opportunity and for the incredible people I had the chance to work with..","Significant culture shift following 2023 layoffs; the once inclusive and people-first environment felt diminished
Communication became less transparent as organizational changes continued
Uncertainty around job security affected overall morale and team cohesion
Leadership seemed less engaged with employee feedback during periods of transition
Rapid changes led to increased workloads and fewer growth opportunities in later stages"
Senior software engineer,1.0,"Jul 6, 2025","Former employee, more than 3 years","benefits, cafeteria, vacation time, flexible hours, medical leave
HR Is a nightmare, do not EVER bring an issue to them you will be targeted for removal","- bad computers and equipment on your first day (seriously used/old/dirty computers) and this is your first introduction in how they ""include"" you - they do not ask what kind of gear you need, and if you need something nobody will help you get it ordered, and you may get directed to an old office that has become a graveyard of bad old equipment to pick through.
- unfriendly coworkers in many cases
- lack of true collaboration in many cases
- they talk about DEI - lots of seminars, but in practice it is not respected ouside the seminars. They get people to confess to imposter syndrome and act like isn't it great to always go around talking about your weakness and those people are the ones who got fired and layed off the first chance they get. 
- they suck interns in like crazy grind them up, then spit them out quickly and they hire so many just to keep other companies from being able to hire the fresh meat."
Program manager,4.0,"Jul 24, 2025","Current employee, more than 5 years","1.	Flexible Work Options – Microsoft offers hybrid and remote-friendly roles, with many teams supporting asynchronous work to accommodate personal schedules.
	2.	Respect for Personal Time – Most managers respect boundaries around non-working hours, and there’s a strong culture of not expecting after-hours emails or meetings unless it’s critical.
	3.	Generous Time Off – Competitive PTO, sick leave, and mental wellness days ensure that employees can recharge when needed.","1.	Workload Depends on Team – While the culture supports balance, some high-visibility or customer-facing teams can experience spikes in workload, especially during global events or product launches.
	2.	Always-On Feeling – In global roles, working across time zones may occasionally require early mornings or late meetings, which can blur work-life boundaries over time."
Csam - customer success account manager,4.0,"Jul 30, 2025","Former employee, more than 3 years","Good pay for my position. 
Autonomy on how my day went. 
Great Team culture. 
The manager was visionary and allowed the team to be also.","You have to be able to pivot when the business requires it. 
Layoff is now part of the culture and not just a rhythm of the business. It creates a cloud of anxiety that makes it hard for some to perform. 
A decent amount of accessibility focus and design, but learning and skilling is not geared to help those neurodiverse."
Software engineer,5.0,"Aug 5, 2025",Former employee,"Incredible smart and collaborative colleagues — you're surrounded by some of the best engineers in the world.

Great compensation and benefits, including generous parental leave, 401k matching, and wellness perks.

Career mobility is strong — it’s possible to switch teams, orgs, or even disciplines with manager support.

Remote/hybrid flexibility has improved a lot since 2020.

Culture encourages work-life balance more than you'd expect from Big Tech.","Like many large companies, there’s a lot of process, and decision-making can be slow.

Performance reviews feel a bit opaque, and there's still a ""stack ranking"" vibe even if unofficial.

Some teams can be hit-or-miss — experiences vary widely depending on your org and manager.

Innovation sometimes takes a backseat to risk aversion in mature product areas."
Csa director,3.0,"Aug 4, 2025","Current employee, more than 10 years",Fair compensation. Good people work at field level.,"Culture has become cut-throat and Job Stability is a roulette.
The gap between the speech of the leadership and their actions is huge. 
Diversity is a PR Stunt focused on the legal definition on it, not on truly diversity of thoughts, skills, preferences
Company is on the habit of using alternate names to hide reality (Like forced curve to evaluate employees and provide bonus)."
Customer success account manager,2.0,"Jun 9, 2025","Former employee, more than 3 years","I was so excited when I accepted my role at Microsoft back in 202.  I really thought that I had reached the pinnacle of my career.  Like everything I had worked for up to that point had culminated in my ability to land a role in one of the bluechip companies in the tech industry.  

Unfortunately the problems started right from the beginning.  I got next to no training on my role plus I had come in at a time when the CSAM role was going through a transition so even when I reached out to the veterans to try and gain some insight into how I could make an impact while servicing my clients needs they often responded with the same confusions and frustrations that I was experiencing.  I obviously cannot go into the details of my particular situation but my experience at Microsoft can best be summed up in ""setup to fail.""",Before I joined MS I spoke with a former employee who had told me that my entire experience would hinge on the manager I ended up with and boy was that an understatement.  Unfortunately for me I landed under one of the worst managers I have ever worked under.  The reason I am no longer with the company was entirely due to this person sabotaging my progression at the company.
Senior critical environment technician,5.0,"Jul 23, 2025","Current employee, more than 3 years","- Fortunate enough to work with a fantastic, highly knowledgeable team including leadership.
- As part of the few hourly positions at Microsoft, they generally allow many overtime opportunities to help support for CO+I needs to maintain the datacenters up 24/7.
- With a base schedule of 12-hour shifts with 3/4-day work weeks, it provides for great work-life balance.
- The work benefits are pretty amazing compared to many other companies: Being able to maximize your 401(k) with a 50% total limit employer match and available after-tax rollover conversion, $1750 HSA (single) employer contribution, $1500 Perks+, and medical/dental not taken out of your paycheck just to have coverage is phenomenal.
- There are some great opportunities to complete additional professional certifications and gain highly valuable job experience.
- Employee Resource Groups (ERG) are available and provide additional community and support.
- Wonderful career opportunity overall!","- Career development with advancement and growth opportunities are available, but they may be limited.
- Pay is ""competitive,"" but it is definitely substantially lower compared to other big tech competitors for similar positions even with the great benefits and stocks.
- Recent layoffs may affect the teammates morale"
Account executive,3.0,"Jun 26, 2025","Current employee, more than 3 years","Tech leader with global recognition 
Work with best and brightest - internally and externally
Benefits are still fantastic relative to most places","Constant lay-offs and reorgs are indicitive of chaotic leadership - who will apologize and accept responsibility while not actually experiencing any consequences, which comes off as extremely disingenious. Morale in MCAPS is extremely low across the board as people you've worked with for years vanish overnight. Meanwhile, you will have also feel as if you have no job security - even if you are performing well with glowing reviews from your manager - and will constantly wonder when the ball will drop on you or your team. Your friends and co-workers will vanish out of nowhere, and you'll have a constant, nagging feeling of ""am I next?"" 

Even if you go above and beyond, and do everything that is asked of you - one day you'll wake up and the answer will be ""yes, yes you are."""
Applied scientist ii,3.0,"Aug 12, 2025","Current employee, more than 1 year","Since this is a rotational program, you can try out different projects, and able to figure out what team is a best fit
The pace is not too fast, good work life balance","The social environment is very political. Managers put a lot of focus on ""visibility"" and ""leadership"", perhaps more than getting results. 
The projects selected are not very thought through. Some of the teams we get teamed up with are toxic, or just have generally no idea about AI and can be difficult to work with.
Promotion evaluation is also not very transparent."
Senior technical consultant,3.0,"Jun 20, 2025",Former employee,"The company once had a strong, inclusive culture where employees felt seen, heard, and valued. However, when layoffs began in 2023, it marked a noticeable shift — the culture changed, and things no longer felt the same.

That said, the company offered exceptional benefits, stock options, and valuable experiences. Although I was impacted by the layoffs, I remain grateful for the opportunity and for the incredible people I had the chance to work with..","Significant culture shift following 2023 layoffs; the once inclusive and people-first environment felt diminished
Communication became less transparent as organizational changes continued
Uncertainty around job security affected overall morale and team cohesion
Leadership seemed less engaged with employee feedback during periods of transition
Rapid changes led to increased workloads and fewer growth opportunities in later stages"
Senior software engineer,1.0,"Jul 6, 2025","Former employee, more than 3 years","benefits, cafeteria, vacation time, flexible hours, medical leave
HR Is a nightmare, do not EVER bring an issue to them you will be targeted for removal","- bad computers and equipment on your first day (seriously used/old/dirty computers) and this is your first introduction in how they ""include"" you - they do not ask what kind of gear you need, and if you need something nobody will help you get it ordered, and you may get directed to an old office that has become a graveyard of bad old equipment to pick through.
- unfriendly coworkers in many cases
- lack of true collaboration in many cases
- they talk about DEI - lots of seminars, but in practice it is not respected ouside the seminars. They get people to confess to imposter syndrome and act like isn't it great to always go around talking about your weakness and those people are the ones who got fired and layed off the first chance they get. 
- they suck interns in like crazy grind them up, then spit them out quickly and they hire so many just to keep other companies from being able to hire the fresh meat."
Program manager,4.0,"Jul 24, 2025","Current employee, more than 5 years","1.	Flexible Work Options – Microsoft offers hybrid and remote-friendly roles, with many teams supporting asynchronous work to accommodate personal schedules.
	2.	Respect for Personal Time – Most managers respect boundaries around non-working hours, and there’s a strong culture of not expecting after-hours emails or meetings unless it’s critical.
	3.	Generous Time Off – Competitive PTO, sick leave, and mental wellness days ensure that employees can recharge when needed.","1.	Workload Depends on Team – While the culture supports balance, some high-visibility or customer-facing teams can experience spikes in workload, especially during global events or product launches.
	2.	Always-On Feeling – In global roles, working across time zones may occasionally require early mornings or late meetings, which can blur work-life boundaries over time."
Csam - customer success account manager,4.0,"Jul 30, 2025","Former employee, more than 3 years","Good pay for my position. 
Autonomy on how my day went. 
Great Team culture. 
The manager was visionary and allowed the team to be also.","You have to be able to pivot when the business requires it. 
Layoff is now part of the culture and not just a rhythm of the business. It creates a cloud of anxiety that makes it hard for some to perform. 
A decent amount of accessibility focus and design, but learning and skilling is not geared to help those neurodiverse."
Software engineer,5.0,"Aug 5, 2025",Former employee,"Incredible smart and collaborative colleagues — you're surrounded by some of the best engineers in the world.

Great compensation and benefits, including generous parental leave, 401k matching, and wellness perks.

Career mobility is strong — it’s possible to switch teams, orgs, or even disciplines with manager support.

Remote/hybrid flexibility has improved a lot since 2020.

Culture encourages work-life balance more than you'd expect from Big Tech.","Like many large companies, there’s a lot of process, and decision-making can be slow.

Performance reviews feel a bit opaque, and there's still a ""stack ranking"" vibe even if unofficial.

Some teams can be hit-or-miss — experiences vary widely depending on your org and manager.

Innovation sometimes takes a backseat to risk aversion in mature product areas."
Csa director,3.0,"Aug 4, 2025","Current employee, more than 10 years",Fair compensation. Good people work at field level.,"Culture has become cut-throat and Job Stability is a roulette.
The gap between the speech of the leadership and their actions is huge. 
Diversity is a PR Stunt focused on the legal definition on it, not on truly diversity of thoughts, skills, preferences
Company is on the habit of using alternate names to hide reality (Like forced curve to evaluate employees and provide bonus)."
Customer success account manager,2.0,"Jun 9, 2025","Former employee, more than 3 years","I was so excited when I accepted my role at Microsoft back in 202.  I really thought that I had reached the pinnacle of my career.  Like everything I had worked for up to that point had culminated in my ability to land a role in one of the bluechip companies in the tech industry.  

Unfortunately the problems started right from the beginning.  I got next to no training on my role plus I had come in at a time when the CSAM role was going through a transition so even when I reached out to the veterans to try and gain some insight into how I could make an impact while servicing my clients needs they often responded with the same confusions and frustrations that I was experiencing.  I obviously cannot go into the details of my particular situation but my experience at Microsoft can best be summed up in ""setup to fail.""",Before I joined MS I spoke with a former employee who had told me that my entire experience would hinge on the manager I ended up with and boy was that an understatement.  Unfortunately for me I landed under one of the worst managers I have ever worked under.  The reason I am no longer with the company was entirely due to this person sabotaging my progression at the company.
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Technical program manager,5.0,"Aug 7, 2025","Current employee, less than 1 year","Smart, mission-driven people. Lots of opportunities to take ownership and drive cross-functional impact. Strong compensation and benefits. Great work-life balance depends on the team but is generally respected. Internal mobility is possible with the right network and initiative.","Bureaucracy can slow down decision-making. Some orgs are siloed. Internal documentation and onboarding processes can be overwhelming, especially in complex technical teams. Career advancement depends heavily on visibility and networking."
Senior partner success manager,4.0,"Jul 19, 2025","Former employee, more than 10 years","Majority people are kind and genuinely helpful, you get excellent perks, lots of flexibility in scheduling, supportive management to pursue passion projects, myriad of resources to learn and grow, and overall great work life balance with fair pay!","Moving internally to different roles requires extensive networking( and some politics). They are considered lateral moves so there are no level changes or pay increases, unless you are moving from individual contributor to management. Also why promotions can be slow moving unless you take the lead on it.  
You are also in a constant state of ""building the plane as you fly"" and catching up. So lack of clear vision and structure does affects productivity.
More people than work, which explains the layoffs to be honest and a significant culture shift from leadership since 2023."
Software engineer,3.0,"Jul 22, 2025","Former employee, more than 3 years","Many have left, but there are still some dynamic, deep-diving, technical people working here as devs and managers.","Funding is being slashed to feed investments in AI and make stock prices go up. Windows engineering systems infrastructure seems to be on life support, but this is not acknowledged by leadership.

Also, there is no real oversight of managers' performance reviews (internally called Connects). Even if you have hard evidence (emails, history in Azure DevOps tasks/deliverables/scenarios), a bad manager can mark you as Lower Impact Than Expected (LITE) and basically flag you for termination at their personal whim."
Azure support engineer,3.0,"Aug 10, 2025","Former employee, more than 8 years","Great benefits, good starting salary, opportunities abound",Salary does not keep up w/ inflation.  Workload and expectations FAR outpace compensation.  What was once an environment of collaboration and teamwork has returned to a cut throat workforce where your contributions must be greater than your colleagues
Senior technical program manager,1.0,"Jul 28, 2025","Former employee, more than 10 years","Great pay, decent benefits and you get to work with some great people","With brutal layoffs, Microsoft has repeatedly demonstrated that they have NO regard for the human beings who work for them. They only care about money. To reduce costs, even though stock is at an all-time high and the company is worth over three TRILLION dollars, this year they laid off or fired thousands of loyal employees with an incredible cumulative amount of brain-power that they have spent decades recruiting, hiring and growing with no notice whatsoever. Looking for a career? Look for a company who wants to give you one instead of this one that just wants to bleed you dry and then throw you away."
Anonymous employee,1.0,"Aug 11, 2025",Former employee,"None compared to other top tech companies

depending on team, impact compared to smaller tech companies","- Pay is worse than other top companies
- Work life balance is probably worse than before (but probably still better than Amazon?) 
- AI has fully become the top priority of the company, if you don’t make an impact on this single metric, expect to get laid off
- Higher up management are also bound to the whims of the C-Suite executives and have no idea how to maintain success beyond laying people off and overworking very capable employees"
Senior product manager,3.0,"Aug 7, 2025","Current employee, more than 8 years","Decent work-life balance overall, though things can get busy depending on the team and product cycle. You get to work with incredibly smart, driven colleagues and contribute to cutting-edge technology that impacts millions.",Internal processes and layers of approval can slow down feature development. It sometimes feels like innovation takes a back seat to alignment and planning.
Senior software engineer,2.0,"Aug 6, 2025","Former employee, more than 1 year",Working with smart people. Comp package is nice.,"Views employees as cattle. Too much red tape. Teams got political after sensing an impending layoff. This resulted in people working 12 hours a day and work over weekends, all to maintain face to avoid layoffs."
Technical advisor,3.0,"Aug 6, 2025","Current employee, more than 5 years","Good 401k match
Company (somewhat) values work-life balance (under 50 hours a week)
Free healthcare outside deductible
Mostly work from home. (Subject to Change)","Company has no clear vision for employees. 
5k+ layoffs every quarter for the past 2 years.
Low pay increases the last 5 years despite record profits"
Software engineer,3.0,"May 19, 2025","Former employee, more than 3 years","- Individual professionals were a blast to work with
- Generally pays well (so long as you don't move to the ""wrong"" places)
- Good benefits","- Leadership makes decisions that are either baffling ignorant or outright malicious (example: investing billions into developing a new campus in India, but also having several waves of layoffs due to insufficient funding)
- HR tends to be intensely passive aggressive when it comes to dealing with issues. They also can be straight up dismissive and uncaring. In my particular case, I had to move to a new state for personal reasons, so I had to notify them when I signed a new lease for my new place so they could notify me of my newly adjusted salary. Instead of the 10 - 15% reduction at worst they promised, they reduced my salary by 18%. Left several HR tickets over the situation and was promptly ignored. Left a bad taste in my mouth."
Senior software engineer,4.0,"Aug 9, 2025","Former employee, more than 5 years",I liked the inclusive and supportive environment. There is a lot of synergy within a team where everyone wants everyone else to succeed.,"It's a big organization and not very agile. There is a lot of duplication of effort. There is a lot of ""not my job"" and  ""that's not your job"" when it comes to cross team collaboration."
Sr. ux designer`,1.0,"Jul 19, 2025","Current employee, more than 5 years",The actual worker-level people are generally very down to earth and good folk.,Pathetic executives doing mass layoffs amid record profits destroying morale across the board. Worthless AI hype obsession rather than actually making good products.
Data center technician,4.0,"Jul 31, 2025","Current employee, more than 1 year","Work life balance, benefits, and decent culture. Opportunities for growth are there if you have the right personality. Always something new to learn.",Raises/Promotions are hard to come by if you're not visible enough to management. Culture is dependent on which campus you're at. Technically gifted individuals are often overlooked and neglected. Lack of technical roles in the data center. General career paths are management and project management.
Server engineer,3.0,"Aug 13, 2025","Current employee, less than 1 year",Good benefits and co workers are actually nice,Poor management they dont really seem to care much unless its really urgent
Business program manager,3.0,"May 7, 2025",Former employee,"The benefits were incredible. Microsoft covered premiums for medical/dental/vision. They gave thousands in an HSA card. They matched 50% of 401k contributions up to the IRS limits. All told, probably 30k worth of benefits. 
The work was interesting, at least at first. 
Not too much micromanaging.
Excellent severance package.","No job stability. Seemingly at random, groups would get laid off. Might be 10 people this week from a neighboring department. Might be 2000 people next week. My group lasted pretty long, all things considered. Doesn't matter how well your team does, how many projects you complete, your team may be laid off with no warning.
I'm marking DEI as 1 star not due to any personal bad experiences, but rather because they laid off the entire DEI team, so I anticipate things getting worse.
More and more of the work is focused on the AI projects, even when the results of those projects are less than impressive."
Software engineer,4.0,"Jul 30, 2025","Current employee, more than 5 years","1. Manager at least I meet are very responsible and helpful
2. There are smart, experienced engineer who is still feel passion about tech around
3. A big company where you can work on different tech stacks.","1. Like every big company, politics sometimes influence the long term decision. 
2. Although there are smart, passioned engineer who took responsibility, there are also quite a big portion of engineer who simply do not care and do not interested in 
3. Reward system can be designed better to encourage hard-impactful work people"
Customer success account manager,4.0,"Jul 7, 2025","Former employee, more than 10 years","The organization offers a great deal of autonomy, and you're surrounded by colleagues who are genuinely willing to support you. Additionally, the benefits provided are among the most competitive I’ve seen in any U.S.-based career.","Over the past few years, the frequency and handling of organizational changes have raised significant concerns. These changes often appear abrupt and poorly managed, leading to a sense of instability across teams. There is a growing perception that senior leadership may lack a clear understanding of the day-to-day responsibilities of the roles beneath them—or, perhaps more concerning, that this understanding is not prioritized.
This shift has contributed to a culture where employees feel increasingly expendable. What was once a values-driven and people-focused environment now seems to be primarily centered on financial outcomes. Even in times of strong performance, job security feels uncertain, which undermines morale and trust."
Software engineer,1.0,"May 16, 2025","Former employee, more than 8 years",Pay is fine I guess,"Lack of career options, no internal movement options without going through full dehumanizing interview screening again, posts record profit quarter and celebrates by laying off thousands of employees, every mandate and priority only matters if it cuts costs. Gone is any impetus for creating innovative experiences, quality products, and environments that care about people. AI to cut costs and reduce headcounts and eliminate orgs, they don't hire the brightest nor best people, there's no accountability or consequences for LT and execs, they get away with terrible decisions that sink orgs and cost the company billions by scapegoating the teams under them so they get a bigger bonus by closing studios and firing entire teams that only did what those execs directed them to do. They force you to be on-call 24/7 for long periods of time with no support, bridge calls with thousands of random people around the world for hours and hours on end, sleepless nights with your phone ringing off the hook because they're not interested in improving anything, just maintaining status quo and making it cheaper. We stopped fixing anything more than a year ago and just piled on more half-baked ""features"" that makes the business ""happy"" while making every user experience worse, buggier, slower, frustrating and aimless."
Principal customer engineer,4.0,"Jul 2, 2025","Current employee, more than 10 years","Pay, benefits, and overall access to products and software. There are some great managers too as well as options to work remote depending on the role. Supportive with moves to other teams.","Like anything Technology, fast paced and competitive. A.I. has changed the landscape with roles and reorganization with recent layoffs in the thousands. Need to be sure to stay sharp on latest trends and notice the writing on the wall or changes will come without notice. Being flexible is key."
Director,4.0,"Jul 31, 2025",Current employee,"Amazing team, great benefits, good pay, good work life balance.","If you do not live in the Seattle area, you will be pretty isolated. Most people are based there and there's no travel budget to meet your team. it gets tiring after a while of being the only one in the team outside of Redmond. Also, you must be in Redmond to advance in your career past a certain level."
Software engineer ii,2.0,"Jul 16, 2025","Former employee, more than 10 years","- Good pay/benefits
- Generally good work/life balance for big tech, depending on your manager
- Decently supportive of WFH/hybrid, with no forced RTO","- Changing teams is the same as applying from outside the company, lengthy interview loops and all
- Very deep hierarchies with many middle managers, lots of office politics, reorgs, etc.
- Always a big layoff around the corner
- Even if your manager is good, sometimes company-wide initiatives will hurt you. I lost my job due by an automated process that my manager wasn't even involved in.
- Anti-DEI at this point. Got rid of their whole DEI department, and then fired me and a lot of other trans and disabled people two days after the inauguration this year."
