,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
19,4943,Dai,DAI,multi-collateral-dai,3388,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5365382702.664872,5365382702.664872,True,,20,,,,2024-10-22T10:12:00.000Z,0.9997084693922923,125262314.3703588,36.2804,0.00205388,-0.01848971,-0.02244835,-0.07118655,-0.02010499,-0.03293856,5363818529.38498,0.2319,5363818529.38,,2024-10-22T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-10-22 13:13:58.894797
0,1,Bitcoin,BTC,bitcoin,11781,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19771328.0,19771328.0,False,,1,,,,2024-10-22T10:12:00.000Z,66847.8089012649,37756819006.63298,45.2584,-0.28571194,-2.27319235,1.79413104,6.47440784,9.40870839,0.53832009,1321669955868.228,57.1346,1403803986926.56,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
1,1027,Ethereum,ETH,ethereum,9437,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120392960.0277458,120392960.0277458,True,,2,,,,2024-10-22T10:12:00.000Z,2620.4564272520693,16608779836.474758,-11.3896,-0.43335474,-3.41281318,0.35337794,1.49166518,-1.84843273,-24.34921115,315484505900.6079,13.6381,315484505900.61,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
2,825,Tether USDt,USDT,tether,100865,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120219543500.33812,121337937370.43233,True,,3,,,,2024-10-22T10:12:00.000Z,0.9994813063815415,65338935944.16608,13.0643,0.01688658,0.01074924,0.0001004,-0.12462347,-0.05718944,-0.0540066,120157186390.3105,5.1943,121275000156.64,,2024-10-22T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-22 13:14:47.030384
3,1839,BNB,BNB,bnb,2266,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145931414.90875658,145931414.90875658,False,,4,,,,2024-10-22T10:12:00.000Z,589.7798378172877,1794081340.790928,-1.2237,0.32950765,-2.83447022,0.60824674,1.15184845,1.87658447,0.22923258,86067406217.33377,3.7206,86067406217.33,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
4,5426,Solana,SOL,solana,768,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470010881.17438227,586987870.7030598,True,,5,,,,2024-10-22T10:12:00.000Z,164.46427714786952,3423280816.979278,-3.6596,-0.54389565,-1.47086044,6.56185271,13.09366591,13.76238388,-7.00798559,77299999823.97798,3.3416,96538535849.75,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
5,3408,USDC,USDC,usd-coin,22585,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34630933301.053566,34630933301.053566,False,,6,,,,2024-10-22T10:12:00.000Z,0.9998838140754877,7066167748.825462,39.2522,-0.00289905,-0.00095379,-0.00077641,-0.07288401,-0.01181701,-0.00500142,34626909674.051254,1.4969,34626909674.05,,2024-10-22T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-22 13:14:47.030384
6,52,XRP,XRP,xrp,1407,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56706436160.0,99987115141.0,False,,7,,,,2024-10-22T10:12:00.000Z,0.5335423883519474,1191137797.9641905,9.2352,-0.32500368,-3.98397723,-1.90571745,-10.18139832,-11.03789239,-13.94670984,30255287383.733635,1.3079,53354238835.19,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
7,74,Dogecoin,DOGE,dogecoin,1084,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146471286383.70514,146471286383.70514,True,,8,,,,2024-10-22T10:12:00.000Z,0.1418748017680885,1788945295.657328,-7.3971,-0.80524625,-2.85332738,22.66473088,32.25023515,32.67030811,6.03182909,20780584720.405087,0.8983,20780584720.41,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
8,1958,TRON,TRX,tron,1054,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86509802138.41298,86509862734.81819,True,,9,71659659264.0,11419611570.386467,,2024-10-22T10:12:00.000Z,0.15935899901945796,314743242.01499635,11.0755,0.08308704,1.0946223,0.52198717,5.02513107,1.94741049,18.94229685,13786115474.148857,0.596,13786125130.73,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
9,11419,Toncoin,TON,toncoin,582,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539524078.649384,5113655958.308163,True,,10,3414166606.0,17808115275.88285,,2024-10-22T10:12:00.000Z,5.215947940146553,182889541.01704842,11.7173,-0.2584904,-1.60684003,-1.03178854,-7.11099861,-20.80992393,-25.12812705,13246025386.983828,0.5726,26672563262.36,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
10,2010,Cardano,ADA,cardano,1271,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34980974699.72432,44995121858.387505,False,,11,,,,2024-10-22T10:12:00.000Z,0.35908857053185456,294323761.90826523,7.3586,-0.52903308,-1.49468728,-0.58351282,1.8175062,-5.911629,-14.12713146,12561268200.734976,0.543,16158985673.93,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
11,5805,Avalanche,AVAX,avalanche,790,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,406956354.6470146,446959454.6470146,False,,12,,,,2024-10-22T10:12:00.000Z,27.373728750901805,297345592.745349,20.2311,-0.38841249,-3.98405744,-5.47245909,0.91486222,4.73696303,-9.55549859,11139912865.563175,0.4816,19592711287.71,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
12,5994,Shiba Inu,SHIB,shiba-inu,888,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589267100113952.1,589518337874090.8,False,,13,,,,2024-10-22T10:12:00.000Z,1.8104250986653307e-05,335190784.8008922,-3.6723,0.00801951,-3.60211071,-0.77779685,24.61796788,26.11569859,4.61911863,10668239478.64035,0.4612,10672787950.11,,2024-10-22T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-22 13:14:47.030384
13,1975,Chainlink,LINK,chainlink,1861,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-10-22T10:12:00.000Z,12.065258541566248,256415256.69383588,8.98,0.59416448,1.53889061,4.93491526,7.34279639,3.67396234,-12.8942634,7563106960.286035,0.3269,12065258541.57,,2024-10-22T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-22 13:14:47.030384
14,1831,Bitcoin Cash,BCH,bitcoin-cash,935,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19777681.25,19777681.25,False,,15,,,,2024-10-22T10:12:00.000Z,358.09494127298393,226724943.78385815,-13.5343,-0.19611932,-3.47872104,-2.69741794,5.52238272,2.35883235,-3.94649833,7082287605.734546,0.3062,7519993766.73,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
15,6636,Polkadot,DOT,polkadot-new,829,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1508728413.8198435,1508728413.8198435,True,,16,1508728415.067378,6516903653.159055,,2024-10-22T10:12:00.000Z,4.319467697483525,127927360.7371945,-8.1667,-0.33791066,-3.85502969,-3.2022162,-1.21392985,-8.80015449,-27.745606,6516903647.77037,0.2819,6516903647.77,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
16,3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925180092.9,985239504.0,False,,17,,,,2024-10-22T10:12:00.000Z,6.100546220902942,14479002.67791116,65.3298,0.00229988,-0.1156152,-0.68488899,6.57716968,4.46203177,4.69443201,5644103919.395727,0.244,6010499132.81,,2024-10-22T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-10-22 13:14:47.030384
17,6535,NEAR Protocol,NEAR,near-protocol,454,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1215793326.0,1216440789.0,False,,18,,,,2024-10-22T10:12:00.000Z,4.637556405163876,239492526.26813412,-4.6902,-1.6369639,-6.33166624,-8.62850907,2.66900941,1.67233764,-21.55018924,5638310126.346792,0.2439,5641312772.53,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
18,21794,Aptos,APT,aptos,427,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,516734158.9241617,1122065671.859202,True,,19,130000000.0,1411075936.367779,,2024-10-22T10:12:00.000Z,10.854430279752146,468914672.8454317,113.8718,-1.36451948,7.35029844,2.57929647,37.64696714,58.39552751,53.61371549,5608854901.208678,0.2426,12179383604.5,,2024-10-22T10:12:00.000Z,,,,,,2024-10-22 13:14:47.030384
19,4943,Dai,DAI,multi-collateral-dai,3388,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5365382702.664872,5365382702.664872,True,,20,,,,2024-10-22T10:12:00.000Z,0.9997084693922923,125262314.3703588,36.2804,0.00205388,-0.01848971,-0.02244835,-0.07118655,-0.02010499,-0.03293856,5363818529.38498,0.2319,5363818529.38,,2024-10-22T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-10-22 13:14:47.030384
0,1,Bitcoin,BTC,bitcoin,11781,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19771328.0,19771328.0,False,,1,,,,2024-10-22T10:13:00.000Z,66869.44233516674,37762158290.16332,45.2861,-0.23988499,-2.25585161,1.79991123,6.52108993,9.46296459,0.56454931,1322097677585.6675,57.1902,1404258289038.5,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
1,1027,Ethereum,ETH,ethereum,9437,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120392960.0277458,120392960.0277458,True,,2,,,,2024-10-22T10:13:00.000Z,2621.0277665066396,16611210790.223637,-11.3685,-0.40242464,-3.40730539,0.26927873,1.53612744,-1.81748388,-24.31921551,315553291124.6457,13.6411,315553291124.65,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
2,825,Tether USDt,USDT,tether,100865,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120219543500.33812,121337937370.43233,True,,3,,,,2024-10-22T10:13:00.000Z,0.999444332300066,65347983819.81513,13.0849,0.00867509,0.0034778,-0.00768469,-0.11680629,-0.1061415,-0.05587007,120152741383.11417,5.1941,121270513797.86,,2024-10-22T10:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-22 13:15:48.913550
3,1839,BNB,BNB,bnb,2266,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145931414.90875658,145931414.90875658,False,,4,,,,2024-10-22T10:13:00.000Z,589.5635976812424,1794074906.2923758,-1.2158,0.15332841,-2.91356297,0.47283695,1.09290716,1.86291158,0.14861006,86035849988.32063,3.7193,86035849988.32,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
4,5426,Solana,SOL,solana,768,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470010881.17438227,586987870.7030598,True,,5,,,,2024-10-22T10:13:00.000Z,164.3132429390701,3422959506.4328995,-3.6664,-0.72642709,-1.55770025,6.31750554,12.92362515,13.71299566,-7.19082293,77229012102.41269,3.3385,96449880601.12,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
5,3408,USDC,USDC,usd-coin,22585,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34630933301.053566,34630933301.053566,False,,6,,,,2024-10-22T10:13:00.000Z,0.9998527242504811,7067143139.088448,39.2428,0.00205341,-0.01004878,-0.00696714,-0.06044063,-0.02313507,-0.00681329,34625833004.39511,1.4968,34625833004.4,,2024-10-22T10:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-22 13:15:48.913550
6,52,XRP,XRP,xrp,1407,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56706436160.0,99987115141.0,False,,7,,,,2024-10-22T10:13:00.000Z,0.5333808773005657,1191117570.5816252,9.2174,-0.46143083,-4.04868969,-1.99937497,-10.25618379,-11.12821908,-13.91965172,30246128667.60932,1.3075,53338087730.06,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
7,74,Dogecoin,DOGE,dogecoin,1084,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146471286383.70514,146471286383.70514,True,,8,,,,2024-10-22T10:13:00.000Z,0.14177975881185698,1788263366.0009758,-7.4467,-1.01356411,-2.92140517,22.44928983,32.2712062,32.57037761,5.86764289,20766663656.344147,0.8977,20766663656.34,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
8,1958,TRON,TRX,tron,1054,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86509802138.41298,86509862734.81819,True,,9,71659659264.0,11418500430.326164,,2024-10-22T10:13:00.000Z,0.1593434932234255,315100384.2181667,11.2097,0.02867146,1.0944455,0.50126353,5.01335988,1.87548726,18.93515881,13784774070.80209,0.5959,13784783726.44,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
9,11419,Toncoin,TON,toncoin,582,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539524078.649384,5113655958.308163,True,,10,3414166606.0,17796591202.466614,,2024-10-22T10:13:00.000Z,5.212572570767688,182934060.79004207,11.7505,-0.38279519,-1.69535569,-1.06973212,-7.10783397,-20.82998694,-25.16109949,13237453555.171864,0.5722,26655302784.62,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
10,2010,Cardano,ADA,cardano,1271,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34980974699.72432,44995121858.387505,False,,11,,,,2024-10-22T10:13:00.000Z,0.3588761475270262,294391220.5476699,7.388,-0.73053619,-1.51535018,-0.68605637,1.75512101,-5.94363832,-14.1735353,12553837436.977436,0.5427,16149426638.72,,2024-10-22T10:13:00.000Z,,,,,,2024-10-22 13:15:48.913550
